"FileSize","IsLogFull","LastAccessTime","LastWriteTime","OldestRecordNumber","RecordCount","LogName","LogType","LogIsolation","IsEnabled","IsClassicLog","SecurityDescriptor","LogFilePath","MaximumSizeInBytes","LogMode","OwningProviderName","ProviderNames","ProviderLevel","ProviderKeywords","ProviderBufferSize","ProviderMinimumNumberOfBuffers","ProviderMaximumNumberOfBuffers","ProviderLatency","ProviderControlGuid"
,,,,,,"Windows Networking Vpn Plugin Platform/OperationalVerbose","Operational","Custom","False","False","O:SYG:SYD:(A;;0x7;;;BA)(A;;0x7;;;NO)(A;;0x7;;;AU)(A;;0x7;;;S-1-15-3-1024-2579400809-3867311217-3984994116-908665914-3508570097-1336497314-873935804-1444405236)(A;;0x7;;;S-1-15-3-1024-1068037383-729401668-2768096886-125909118-1680096985-174794564-3112554050-3241210738)","%SystemRoot%\System32\Winevt\Logs\Windows Networking Vpn Plugin Platform%4OperationalVerbose.evtx","1052672","Circular","Microsoft-Windows Networking VPN Plugin Platform","System.String[]",,,"64","0","64","1000",
,,,,,,"Windows Networking Vpn Plugin Platform/Operational","Operational","Custom","False","False","O:SYG:SYD:(A;;0x7;;;BA)(A;;0x7;;;NO)(A;;0x7;;;AU)(A;;0x7;;;S-1-15-3-1024-2579400809-3867311217-3984994116-908665914-3508570097-1336497314-873935804-1444405236)(A;;0x7;;;S-1-15-3-1024-1068037383-729401668-2768096886-125909118-1680096985-174794564-3112554050-3241210738)","%SystemRoot%\System32\Winevt\Logs\Windows Networking Vpn Plugin Platform%4Operational.evtx","1052672","Circular","Microsoft-Windows Networking VPN Plugin Platform","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","SMSApi","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\SMSApi.evtx","1052672","Circular","Microsoft-Windows-Mobile-Broadband-Experience-SmsApi","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/19/2024 11:58:20 AM","1","111","Setup","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Setup.evtx","1052672","Circular","Microsoft-Windows-Eventlog","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","OpenSSH/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\OpenSSH%4Operational.evtx","1052672","Circular","OpenSSH","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","OpenSSH/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\OpenSSH%4Admin.evtx","1052672","Circular","OpenSSH","System.String[]",,,"64","0","64","1000",
,,,,,,"Network Isolation Operational","Operational","System","False","False","O:BAG:SYD:(A;;0x7;;;SY)(A;;0x7;;;BA)(A;;0x7;;;S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052)","%SystemRoot%\System32\Winevt\Logs\Network Isolation Operational.evtx","1052672","Circular","Microsoft-Windows-Windows Firewall With Advanced Security","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-WindowsPhone-Connectivity-WiFiConnSvc-Channel","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-WindowsPhone-Connectivity-WiFiConnSvc-Channel.evtx","1052672","Circular","Microsoft-Windows-WiFiNetworkManager","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-ZTraceMaps/Operational","Operational","Application","False","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-ZTraceMaps%4Operational.evtx","1052672","Circular","Microsoft-Windows-ZTraceMaps","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WWAN-SVC-Events/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WWAN-SVC-Events%4Operational.evtx","1052672","Circular","Microsoft-Windows-WWAN-SVC-EVENTS","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 3:26:17 PM","3/25/2024 3:26:17 PM","1","262","Microsoft-Windows-WPD-MTPClassDriver/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WPD-MTPClassDriver%4Operational.evtx","1052672","Circular","Microsoft-Windows-WPD-MTPClassDriver","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WPD-CompositeClassDriver/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WPD-CompositeClassDriver%4Operational.evtx","1052672","Circular","Microsoft-Windows-WPD-CompositeClassDriver","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WPD-ClassInstaller/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WPD-ClassInstaller%4Operational.evtx","1052672","Circular","Microsoft-Windows-WPDClassInstaller","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Workplace Join/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Workplace Join%4Admin.evtx","1052672","Circular","Microsoft-Windows-Workplace Join","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WorkFolders/WHC","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx","1052672","Circular","Microsoft-Windows-WorkFolders","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WorkFolders/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WorkFolders%4Operational.evtx","1052672","Circular","Microsoft-Windows-WorkFolders","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-Wordpad/Admin","Operational","Application","False","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Wordpad%4Admin.evtx","1052672","Circular","Microsoft-Windows-Wordpad","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WMPNSS-Service/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WMPNSS-Service%4Operational.evtx","1052672","Circular","Microsoft-Windows-WMPNSS-Service","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 3:29:33 PM","3/25/2024 3:24:59 PM","96752","1266","Microsoft-Windows-WMI-Activity/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx","1052672","Circular","Microsoft-Windows-WMI-Activity","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-wmbclass/Trace","Operational","Application","False","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-wmbclass%4Trace.evtx","1052672","Circular","Microsoft-Windows-wmbclass","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 3:26:30 PM","3/25/2024 3:26:30 PM","4259","1267","Microsoft-Windows-WLAN-AutoConfig/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WLAN-AutoConfig%4Operational.evtx","1052672","Circular","Microsoft-Windows-WLAN-AutoConfig","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Wired-AutoConfig/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Wired-AutoConfig%4Operational.evtx","1052672","Circular","Microsoft-Windows-Wired-AutoConfig","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Winsock-WS2HELP/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Winsock-WS2HELP%4Operational.evtx","1052672","Circular","Microsoft-Windows-Winsock-WS2HELP","System.String[]",,,"64","0","16","1000",
,,,,,,"Microsoft-Windows-Winsock-NameResolution/Operational","Operational","Application","False","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Winsock-NameResolution%4Operational.evtx","1052672","Circular","Microsoft-Windows-Winsock-NameResolution","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-Winsock-AFD/Operational","Operational","System","False","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Winsock-AFD%4Operational.evtx","1052672","Circular","Microsoft-Windows-Winsock-AFD","System.String[]",,,"64","0","16","1000",
"1052672","False","3/25/2024 1:20:08 PM","3/25/2024 1:20:08 PM","2403","1581","Microsoft-Windows-WinRM/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WinRM%4Operational.evtx","1052672","Circular","Microsoft-Windows-WinRM","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-WinNat/Oper","Operational","System","False","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WinNat%4Oper.evtx","1052672","Circular","Microsoft-Windows-WinNat","System.String[]",,,"64","0","16","1000",
"1052672","False","3/25/2024 3:24:51 PM","3/25/2024 3:24:51 PM","6955","2449","Microsoft-Windows-Winlogon/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx","1052672","Circular","Microsoft-Windows-Winlogon","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-WinINet/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WinINet%4Operational.evtx","1052672","Circular","Microsoft-Windows-WinINet-Capture","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","2/4/2024 1:18:36 PM","1","4","Microsoft-Windows-WinINet-Config/ProxyConfigChanged","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx","1052672","Circular","Microsoft-Windows-WinINet-Config","System.String[]",,,"64","0","64","1000",
